,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,FAM,,Unkn,,,34.3828663705598,34.3828663705598,0,NaN,NaN,NaN,0,58,
,A02,FAM,,Unkn,,,34.5393240051751,34.5393240051751,0,NaN,NaN,NaN,0,58,
,A03,FAM,,Unkn,,,34.7694132954777,34.7694132954777,0,NaN,NaN,NaN,0,58,
,A04,FAM,,Unkn,,,34.5408483181011,34.5408483181011,0,NaN,NaN,NaN,0,58,
,A05,FAM,,Unkn,,,33.5034578997903,33.5034578997903,0,NaN,NaN,NaN,0,58,
,A06,FAM,,Unkn,,,34.6883045208698,34.6883045208698,0,NaN,NaN,NaN,0,58,
,A07,FAM,,Unkn,,,34.9923084807629,34.9923084807629,0,NaN,NaN,NaN,0,58,
,A08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,A09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,A10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,A11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,A12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,B01,FAM,,Unkn,,,34.4074048184648,34.4074048184648,0,NaN,NaN,NaN,0,58,
,B02,FAM,,Unkn,,,35.2136377025078,35.2136377025078,0,NaN,NaN,NaN,0,58,
,B03,FAM,,Unkn,,,34.5331805095571,34.5331805095571,0,NaN,NaN,NaN,0,58,
,B04,FAM,,Unkn,,,34.2404783286499,34.2404783286499,0,NaN,NaN,NaN,0,58,
,B05,FAM,,Unkn,,,34.0075425379135,34.0075425379135,0,NaN,NaN,NaN,0,58,
,B06,FAM,,Unkn,,,34.3485398196384,34.3485398196384,0,NaN,NaN,NaN,0,58,
,B07,FAM,,Unkn,,,34.2010713045623,34.2010713045623,0,NaN,NaN,NaN,0,58,
,B08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,B09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,B10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,B11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,B12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,C01,FAM,,Unkn,,,34.2409726498181,34.2409726498181,0,NaN,NaN,NaN,0,58,
,C02,FAM,,Unkn,,,34.6444123664719,34.6444123664719,0,NaN,NaN,NaN,0,58,
,C03,FAM,,Unkn,,,34.617714549676,34.617714549676,0,NaN,NaN,NaN,0,58,
,C04,FAM,,Unkn,,,34.0368239470108,34.0368239470108,0,NaN,NaN,NaN,0,58,
,C05,FAM,,Unkn,,,35.3015606087012,35.3015606087012,0,NaN,NaN,NaN,0,58,
,C06,FAM,,Unkn,,,34.2974406293582,34.2974406293582,0,NaN,NaN,NaN,0,58,
,C07,FAM,,Unkn,,,34.8060989333773,34.8060989333773,0,NaN,NaN,NaN,0,58,
,C08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,C09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,C10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,C11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,C12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,58,
,D01,FAM,,Unkn,,,35.3903598777026,35.3903598777026,0,NaN,NaN,NaN,0,58,
,D02,FAM,,Unkn,,,34.4838262049496,34.4838262049496,0,NaN,NaN,NaN,0,58,
